Transaction ID,TimeStamp,Amount,Customer ID,Payment Method
916180,1688289657,1360.07,12469,Credit Card
952600,1696180429,1224.66,13371,Debit Card
633287,1703310355,1487.9,6694,Debit Card
505057,1699666391,1105.8,5446,Debit Card
973645,1686170929,1375.37,8570,Google Pay
194470,1684982740,269.67,10434,Google Pay
956699,1694329389,1340.27,12621,PayPal
456409,1681222747,597.71,11672,Google Pay
253880,1685997136,1453.18,13759,Google Pay
135430,1680262624,1938.3,7120,PayPal
670419,1683029523,1812.23,5519,Credit Card
981625,1681607704,1032.28,5852,Credit Card
135812,1687951095,1117.2,5983,Credit Card
216706,1681474582,1093.67,6489,PayPal
524399,1691624717,727.08,5527,PayPal
494520,1700813248,930.82,5547,Google Pay
274655,1682488865,1161.91,5463,Debit Card
576867,1685617276,1247.0,13248,PayPal
304811,1707880463,1453.65,8866,Credit Card
314516,1677017974,874.46,6350,Debit Card
289010,1684965937,989.33,13813,Google Pay
959138,1701213020,1713.31,12937,PayPal
296331,1692405257,1285.57,10383,Debit Card
105183,1700586691,518.7,6917,Google Pay
139960,1699834617,1677.55,11493,Credit Card
651730,1682945850,1839.54,7614,Credit Card
905887,1682283387,1687.59,7939,Debit Card
269936,1707795091,47.35,5048,Google Pay
257801,1705376704,1181.5,7634,PayPal
896838,1704759328,626.34,13771,PayPal
599417,1694173800,349.82,6392,Google Pay
611567,1681585974,1036.2,9918,PayPal
530920,1688955264,1956.78,9924,Credit Card
494789,1677708620,1397.34,5448,Google Pay
568017,1692106290,616.63,7723,Google Pay
205092,1699554693,87.48,12412,Google Pay
714307,1689964575,1091.83,12246,PayPal
788889,1688197406,1118.98,13462,Debit Card
182152,1683187630,913.4,12041,Credit Card
753509,1698956702,330.75,8282,PayPal
200528,1692441990,1338.3,7054,Credit Card
723499,1689102169,459.26,12879,PayPal
255448,1694353108,1829.11,12595,Google Pay
649948,1682741979,1385.2,6292,Google Pay
944769,1691556253,1721.84,7492,PayPal
322153,1696820275,1931.92,12878,Debit Card
253891,1705770042,994.85,9998,Google Pay
562572,1702249820,1844.87,13160,Credit Card
437610,1697108164,1981.2,9196,Google Pay
970014,1703836399,712.57,5526,PayPal
582769,1706395215,901.17,13582,Debit Card
867033,1704884164,1567.9,9185,Google Pay
611533,1691673014,703.64,7264,Debit Card
981757,1706347378,442.67,12750,PayPal
533819,1684347869,49.71,11128,Debit Card
418192,1680692301,258.28,7395,Debit Card
834240,1690560170,1443.29,12529,PayPal
882037,1677028195,430.62,5352,Debit Card
955383,1696427357,384.81,12616,Credit Card
315527,1695526270,1490.85,10878,Google Pay
820751,1678507811,1228.35,13046,PayPal
845517,1683346556,665.51,8373,Debit Card
861247,1688239951,109.89,10053,Google Pay
838058,1706771886,485.32,5948,Google Pay
624644,1701879448,1175.05,12808,Google Pay
274189,1696777982,1935.4,6441,PayPal
400143,1698128572,942.81,10861,Debit Card
753485,1708024888,1028.7,7282,Credit Card
542267,1706053779,579.19,6228,Google Pay
101357,1702053381,791.42,12459,Google Pay
921816,1697113686,1619.36,5958,PayPal
119760,1690575407,1567.03,6709,PayPal
355771,1705691446,1115.88,10846,Google Pay
943070,1705198111,1713.4,6301,Google Pay
206302,1702494993,1722.47,8080,Google Pay
640223,1686112879,1558.77,13924,Google Pay
209297,1705456003,66.59,11324,Debit Card
296730,1678671958,1533.64,7320,Google Pay
739571,1698941583,210.54,13227,Credit Card
908201,1686699847,1236.37,8053,Credit Card
944776,1698857128,1314.84,7024,Google Pay
638479,1689191639,1521.66,8178,Debit Card
119462,1699679971,1761.51,13087,PayPal
884227,1683379390,1443.31,8211,Credit Card
641658,1692736873,433.21,11468,Credit Card
720893,1691471358,1004.24,12723,Google Pay
880060,1686348738,1691.98,7152,Google Pay
117650,1693142623,1921.12,9204,Credit Card
620970,1690691181,1237.24,8549,Debit Card
208083,1680220896,217.4,6006,Credit Card
121072,1704969505,270.66,13883,Debit Card
121807,1696712633,835.36,6811,PayPal
376652,1685827813,1772.01,10035,PayPal
472413,1676905862,416.09,9292,Google Pay
720035,1680000197,995.65,6380,Credit Card
305387,1685209067,454.8,7494,Google Pay
174533,1702983651,140.93,10855,Credit Card
906358,1676892307,1453.56,13511,Google Pay
726839,1698623045,330.44,8586,Debit Card
654732,1684932414,237.4,5953,Google Pay
572183,1698200515,1955.98,13933,Debit Card
103660,1707005393,1497.43,5331,Google Pay
883381,1689832669,1700.18,6693,Debit Card
928877,1682216727,1759.3,9524,PayPal
283560,1686432414,1833.19,10578,PayPal
349569,1682808022,1237.82,7607,Google Pay
388402,1696187313,421.14,8104,Debit Card
628495,1685054215,1665.14,9921,PayPal
964488,1692807952,97.95,12153,Google Pay
751609,1700536613,973.55,11432,Credit Card
100384,1679214356,1082.87,13035,PayPal
221276,1698988301,730.53,9713,Google Pay
674300,1705268173,112.21,10283,Credit Card
854395,1707164486,1130.61,5016,PayPal
736498,1679168884,1258.44,8575,Debit Card
671665,1688533653,538.21,10376,Debit Card
629994,1692678939,1983.14,10375,PayPal
971543,1683118538,1564.32,9487,PayPal
850757,1701408249,278.54,10006,PayPal
599510,1708268468,1342.03,13274,PayPal
793573,1707459717,454.24,8229,PayPal
117526,1688318524,20.17,12192,Credit Card
646053,1685550946,1623.08,12269,PayPal
733298,1682997593,227.98,9632,PayPal
763718,1694142050,999.18,13317,Credit Card
359010,1684991830,1719.09,7437,Debit Card
729000,1687027053,993.45,11489,Debit Card
381085,1698293312,1534.28,5888,Google Pay
220777,1697349330,1045.61,5660,Google Pay
273419,1703449699,1089.44,6954,PayPal
245322,1684308344,1100.99,10261,Google Pay
733812,1677789732,589.79,6352,Google Pay
922620,1678172563,1636.32,6957,Google Pay
462075,1684950249,736.08,8002,Debit Card
529178,1702767921,462.34,8718,Debit Card
316606,1695838822,1941.73,10660,PayPal
844351,1686260764,168.0,9237,Credit Card
288197,1691486202,178.96,12765,Google Pay
879755,1686611774,699.42,6911,Google Pay
230897,1680413555,324.47,8511,Credit Card
951787,1679120591,1252.19,7937,Google Pay
140210,1698372132,1893.0,10717,Google Pay
643216,1686916754,66.09,11250,Google Pay
893858,1702948012,1799.31,10673,Debit Card
198822,1686601132,1143.53,10546,Debit Card
144362,1679345266,58.64,11884,Debit Card
526708,1679723176,1652.52,9976,PayPal
717617,1692547380,1756.32,6688,PayPal
222499,1683723512,997.91,5630,Google Pay
201576,1686807365,280.73,13995,Credit Card
231452,1681945942,1987.51,8180,Debit Card
307401,1677664571,335.6,7494,Google Pay
198643,1690749906,1897.64,11958,Debit Card
149327,1688923249,1451.56,10163,PayPal
793873,1700367458,1036.19,9456,Google Pay
811341,1688288123,888.7,5202,Debit Card
180888,1683529954,152.64,11660,Debit Card
283427,1699906779,1027.09,13472,Debit Card
815943,1677762026,1052.48,6550,Credit Card
406078,1694238066,1387.47,12453,Google Pay
856702,1693088813,1415.93,8648,Google Pay
669301,1691880007,1906.59,7934,Debit Card
361514,1696285828,1054.24,9861,Credit Card
185380,1694213902,147.52,5074,Credit Card
268689,1695269919,970.84,8149,Credit Card
487795,1694757202,1195.53,8383,PayPal
857080,1707648098,1477.15,13349,Google Pay
496659,1681002757,93.94,13550,Credit Card
377222,1691626872,1837.79,13737,Debit Card
782605,1677490613,305.4,8830,Debit Card
409698,1700352659,1764.73,13166,Debit Card
965379,1690712661,1093.25,8353,Credit Card
128324,1699856114,75.4,5542,PayPal
610473,1687423409,610.51,8638,Credit Card
676276,1683889376,1153.03,7715,Debit Card
423052,1691857099,188.99,10119,PayPal
164890,1701595141,51.9,13863,Google Pay
817633,1683177617,1048.82,8872,Credit Card
896075,1701706326,1955.78,9961,Google Pay
692673,1694294507,1285.94,7426,Google Pay
485440,1680132233,294.7,8355,PayPal
811158,1695202352,773.76,8103,PayPal
218352,1703613475,899.26,6186,Credit Card
715437,1701545322,1601.49,10054,PayPal
553823,1704177882,870.58,8372,PayPal
951902,1679415057,1673.47,11174,Google Pay
390020,1702907130,1525.31,7596,Credit Card
629609,1703643290,1277.34,11294,Debit Card
467911,1694654894,1658.3,8731,Credit Card
342718,1690125665,572.83,13944,Debit Card
844426,1701381018,522.63,13457,Google Pay
998066,1684396970,1414.74,12756,Google Pay
175620,1682142408,571.84,13118,Credit Card
123129,1692335573,1557.15,5150,Debit Card
119879,1692390648,804.99,7604,Debit Card
316248,1686593150,681.36,5807,Google Pay
329204,1692545516,782.56,13141,Debit Card
973991,1701715231,1982.08,8970,Debit Card
563464,1684822624,1706.59,11826,Google Pay
861248,1703114809,1815.8,12400,PayPal
943924,1705033233,1783.25,11548,Google Pay
578860,1683752612,342.82,11596,Credit Card
402984,1699004787,1705.13,12622,PayPal
824124,1691521903,1154.41,6346,Google Pay
447062,1694611977,1466.79,5979,Credit Card
302018,1706166306,1925.84,6964,Credit Card
841290,1692869411,1975.85,10082,PayPal
412750,1706016668,1412.61,8963,Google Pay
988206,1698432665,527.61,13865,PayPal
467650,1686951744,1024.71,7576,Debit Card
976569,1692657287,1009.17,11313,PayPal
275409,1679576892,67.28,10912,Debit Card
431409,1705492651,1365.13,9232,Credit Card
292258,1701169545,1061.89,6596,Debit Card
210785,1708361818,790.79,7883,Credit Card
895719,1701867343,659.34,13618,Credit Card
946923,1696979208,251.53,6717,Credit Card
864973,1688269472,1775.37,5728,Google Pay
793633,1705119982,1122.3,8194,PayPal
236648,1684507889,856.94,6616,PayPal
380402,1689239160,925.18,11345,Google Pay
806279,1683511334,938.07,13748,Credit Card
632084,1681917760,287.66,12160,Google Pay
175936,1693466617,809.03,13866,PayPal
591223,1700562601,973.1,13300,Debit Card
339853,1702447252,770.0,12522,Google Pay
617480,1689743708,574.2,11802,Credit Card
572537,1693011561,51.68,5554,PayPal
181304,1704249776,70.29,5883,Credit Card
110063,1699798090,1156.58,7477,PayPal
614865,1686317113,1904.28,13765,Credit Card
551194,1698046074,195.46,6287,PayPal
916226,1680318990,775.39,8217,Google Pay
229609,1688742091,525.8,6554,Debit Card
360785,1707561076,833.23,11988,PayPal
153711,1679240937,68.89,6422,Debit Card
869385,1678313071,1301.88,5382,Google Pay
325149,1688380041,1609.02,13654,Debit Card
579462,1701301156,736.17,12158,Google Pay
494327,1686016103,647.5,5788,Credit Card
135581,1676831967,362.47,11393,Debit Card
108603,1692771980,1062.69,8722,Credit Card
234106,1693073211,1861.76,13605,Credit Card
984677,1705708706,652.88,7616,Credit Card
679642,1707459817,398.66,5742,Google Pay
665298,1692536781,345.0,10306,Debit Card
632964,1690946167,615.67,6055,PayPal
732369,1696943345,1420.56,12454,PayPal
546781,1687376148,1758.34,5037,Credit Card
509765,1698956273,1654.03,11170,Debit Card
233506,1708111986,1872.1,7530,Debit Card
198269,1693382250,779.1,11312,Debit Card
675104,1677810786,1757.91,11299,Google Pay
920654,1684425868,177.49,9190,PayPal
878537,1700759029,956.69,9128,Google Pay
875434,1688426511,989.69,10563,Debit Card
513659,1702046107,737.2,8567,Credit Card
310644,1693652736,1677.94,6483,Google Pay
903330,1679515157,117.81,11113,Credit Card
156647,1682802194,1347.52,5617,Credit Card
150129,1707122479,413.52,7538,Google Pay
243782,1703215134,1819.87,13431,Debit Card
110689,1683312886,826.28,12422,Credit Card
493042,1685150442,1396.85,9951,Google Pay
827147,1693951427,759.66,12306,Debit Card
852599,1678360113,1462.88,10900,Debit Card
526592,1686664154,1277.13,9262,Credit Card
309178,1695200585,211.28,8934,PayPal
107751,1690838146,1263.8,13911,Debit Card
121316,1678179682,401.61,12970,PayPal
709323,1698824851,1347.61,7894,Credit Card
926132,1699740701,80.33,10656,PayPal
635737,1691458285,78.06,10771,PayPal
589362,1703464880,1247.03,7564,Credit Card
640890,1686300224,1652.38,13135,Credit Card
978517,1697385099,1614.21,7312,Credit Card
278822,1697650230,271.26,9276,PayPal
490050,1680831885,580.88,12071,Google Pay
793158,1702371240,703.19,8927,Google Pay
489147,1697793944,1516.8,11775,Credit Card
352933,1702649346,1474.94,12433,Google Pay
906298,1690357160,1742.93,8193,Google Pay
848471,1678351406,1784.06,11424,PayPal
846907,1694169281,1835.75,5721,Credit Card
782251,1693984744,1273.78,6906,PayPal
319203,1679345025,1478.69,10781,Credit Card
318550,1683499168,789.21,8934,Debit Card
865204,1704793385,1947.79,11498,Google Pay
297104,1683996486,1133.52,7764,Google Pay
896377,1692660748,1933.8,13077,Google Pay
103950,1694103732,604.54,10536,Debit Card
388308,1677327458,84.8,10693,Credit Card
593130,1694101032,1668.28,12179,Google Pay
940901,1693289601,354.42,10445,Credit Card
623422,1694196022,534.15,12354,Google Pay
934765,1694065782,185.24,13610,Credit Card
189217,1702618491,54.58,9509,PayPal
155840,1679578525,592.89,6161,Credit Card
187781,1681277327,1635.11,6781,Google Pay
608832,1701686588,528.17,5254,Google Pay
362274,1693471463,1999.6,13662,Credit Card
406761,1689272923,1570.13,11469,Credit Card
501477,1707114528,250.3,6387,Google Pay
617575,1689948689,1107.37,5491,Google Pay
833616,1684345310,1943.11,5783,Google Pay
125563,1690434101,300.72,12597,PayPal
588716,1680322289,445.53,11264,Debit Card
727103,1705055500,1245.09,10264,Debit Card
338531,1699194562,1291.61,12941,Debit Card
268483,1678986638,1964.0,11501,PayPal
185081,1707934304,1364.98,5384,Google Pay
836955,1686998461,1990.35,8910,PayPal
197058,1705486694,124.16,5357,Credit Card
224690,1688256284,570.74,10567,Credit Card
545487,1694946642,1014.24,8331,Credit Card
757986,1697490117,1230.78,5372,PayPal
513079,1704263504,1644.79,6115,Debit Card
375425,1679510361,1911.55,6158,Google Pay
781226,1699469172,279.18,8201,PayPal
476905,1678156295,351.71,9168,Debit Card
537923,1682144987,1619.55,9774,Debit Card
335500,1685491848,1987.27,9810,Google Pay
250311,1680523093,1800.38,10784,Credit Card
844788,1702773718,719.27,13426,Debit Card
785677,1700646835,1724.72,13102,PayPal
554181,1691768594,1368.42,10254,Debit Card
528781,1693354129,80.25,9575,Credit Card
369405,1698833963,1816.99,8196,Credit Card
871016,1706409044,1894.94,6634,Google Pay
768771,1677527932,447.41,5665,Credit Card
786364,1680787569,1846.34,5469,PayPal
706396,1702493512,1370.62,12544,Debit Card
116233,1690921276,1259.37,8558,Credit Card
514124,1704605857,382.94,12232,Google Pay
961310,1695065441,1983.35,5468,Google Pay
481029,1706549277,295.97,6889,Credit Card
807969,1699886485,63.13,11324,Google Pay
412276,1684798087,1539.38,6550,Google Pay
196822,1684166639,1145.72,12150,Credit Card
147610,1700096466,787.05,6836,Google Pay
575956,1701595846,1455.52,11659,Credit Card
360256,1705787009,826.38,8837,Credit Card
102420,1691421818,1546.9,12025,Debit Card
582317,1707041855,116.8,6384,Credit Card
945713,1679654860,1549.78,10724,Debit Card
866683,1682227937,392.45,7940,PayPal
122885,1695194902,203.82,10490,Debit Card
756038,1683019929,1705.9,13640,Google Pay
565678,1701486813,1910.36,6263,Debit Card
789121,1682557856,353.4,5212,Google Pay
948475,1706071491,1366.2,9391,Debit Card
439188,1703005979,1022.51,6653,PayPal
232545,1704358840,1924.84,13000,PayPal
371442,1701120264,327.27,10954,Credit Card
378711,1691449860,345.82,9860,Debit Card
937063,1704942430,123.04,10290,Debit Card
982762,1697020484,1184.28,10113,Debit Card
234939,1683884915,332.02,9738,PayPal
341543,1703789320,423.17,9080,Debit Card
180739,1697787771,327.12,10474,Debit Card
794661,1695234682,637.8,6917,Google Pay
285022,1694116934,149.14,10205,PayPal
299985,1690117888,1597.85,6033,Debit Card
606332,1694105043,1064.55,8042,PayPal
504444,1677121501,1052.21,11165,Google Pay
412082,1682492754,411.4,7645,Debit Card
865978,1697355827,1385.97,8688,Google Pay
817982,1687094799,726.46,10384,Credit Card
398421,1681184918,578.69,9586,Google Pay
427738,1704706442,47.86,7013,Google Pay
942934,1682596569,313.59,10997,Debit Card
649524,1697605102,1281.98,7810,Credit Card
504583,1701868440,66.07,12185,Google Pay
976647,1705687031,262.42,11427,Debit Card
953616,1705544967,1340.76,12711,Google Pay
940806,1700030857,344.65,7006,Debit Card
749810,1703931819,1157.37,8242,PayPal
997638,1703271439,326.41,6678,Credit Card
214589,1688668917,1025.23,12406,Debit Card
155784,1705226656,1532.57,11838,PayPal
687853,1690158405,45.79,6797,Credit Card
975283,1685732039,1038.96,13423,Google Pay
353131,1704210293,1470.5,7954,Debit Card
859267,1701013436,116.43,8487,Credit Card
134776,1684342348,1433.57,9611,PayPal
589090,1676887810,535.0,11870,PayPal
885480,1683398794,921.18,10319,PayPal
219113,1684361148,1481.19,5824,PayPal
601567,1678475191,484.04,13151,Debit Card
361414,1705462980,293.06,8141,Debit Card
514287,1694887483,1051.79,12759,Credit Card
678568,1701734854,189.26,9250,Debit Card
276700,1700056091,652.14,9243,Debit Card
696270,1690357359,1342.09,12256,Credit Card
287854,1705092324,368.98,10064,Credit Card
351647,1699805470,772.95,5119,Google Pay
158490,1693307833,1515.74,6903,PayPal
621661,1689655703,68.61,11259,Debit Card
581960,1707312530,227.0,13052,Debit Card
868436,1680593435,1694.13,11501,Debit Card
410688,1690914281,466.91,11982,Debit Card
573900,1692250719,1767.83,9557,Credit Card
870220,1687450301,1832.98,12443,PayPal
588262,1685666313,261.66,13981,Debit Card
158517,1685880476,1589.27,8253,Debit Card
138130,1693588940,179.86,7348,Google Pay
211516,1703994034,1973.88,12479,Google Pay
424240,1676853415,954.65,12573,Debit Card
614231,1690719923,734.76,12443,Debit Card
520180,1691246925,1985.02,5297,Credit Card
846962,1677276034,1327.81,6585,Credit Card
232638,1689611942,1877.7,6035,Debit Card
355748,1679580660,239.83,8348,Debit Card
217836,1704758002,635.78,9909,Credit Card
775859,1693809310,1755.58,11025,Credit Card
650941,1684145803,1342.69,7806,PayPal
746026,1692561831,591.59,12957,Credit Card
539429,1682807534,1811.98,12091,Credit Card
486375,1703157757,1381.07,13098,Debit Card
582822,1681821016,1219.11,8807,Google Pay
781464,1690173404,773.79,12441,Google Pay
528931,1689444449,503.11,8361,Debit Card
558727,1686190848,1334.69,5865,PayPal
939323,1701451050,377.27,7088,Debit Card
398296,1681021797,1288.44,8081,Debit Card
512814,1697530545,1239.98,6509,Debit Card
765846,1707854860,815.46,10520,Google Pay
298977,1682606532,180.29,6370,Credit Card
823882,1682856999,744.34,5809,Credit Card
401408,1698346186,1381.85,12554,Google Pay
254672,1699278184,515.97,7206,Credit Card
945714,1695236023,1435.65,11902,Debit Card
239608,1699473552,902.92,12578,Credit Card
191320,1703644646,1005.61,11120,Credit Card
424795,1689246907,1864.51,12850,Credit Card
591877,1691468556,874.05,7103,Credit Card
687486,1686768239,456.45,5375,Credit Card
667926,1705935591,1474.4,8256,Google Pay
738954,1683322366,1394.58,8927,Google Pay
495370,1692764043,1774.29,13877,Credit Card
737182,1692008133,83.26,7994,Debit Card
514098,1684505835,586.56,12794,Debit Card
430655,1681433865,1672.04,5142,Credit Card
747268,1678003873,1905.36,6559,Credit Card
676271,1698225118,885.89,9184,PayPal
334897,1697404583,867.01,10006,Google Pay
368077,1680234569,1346.27,11664,Debit Card
786277,1693802262,1499.88,13282,Credit Card
841364,1678494995,1900.69,10409,Credit Card
367707,1705403560,1800.73,11777,Credit Card
682342,1684504552,418.06,8956,Debit Card
481428,1681747975,461.74,8492,Credit Card
529501,1693506333,502.51,10974,Debit Card
243377,1690140325,976.72,11203,Google Pay
997899,1706888130,1738.01,8718,Google Pay
600979,1691806286,1257.25,11246,Credit Card
916856,1699450297,1024.18,12517,PayPal
185891,1693404209,937.68,11751,Google Pay
770797,1676910777,696.9,9858,Credit Card
950871,1682061862,354.76,9881,PayPal
719662,1706567118,1438.71,10189,Google Pay
214312,1686871427,1865.01,5738,Debit Card
700077,1703145260,1076.24,13399,Debit Card
486891,1677690865,1465.38,12928,Debit Card
762006,1679963193,202.61,8472,Credit Card
802924,1680637651,1479.64,8743,Credit Card
564396,1684827442,372.19,5471,Google Pay
742181,1707602011,1150.1,12862,Google Pay
920592,1685156386,1309.9,12194,PayPal
857002,1708023863,1787.37,5324,PayPal
521816,1700266438,721.82,9464,Google Pay
659891,1677817140,1450.68,5669,Credit Card
828762,1690169987,577.14,7752,PayPal
199107,1697424148,341.33,10563,Credit Card
162663,1680166225,1954.34,7956,Google Pay
486908,1688541712,1762.87,10944,PayPal
496935,1684064344,1599.93,13634,PayPal
348408,1688053705,1877.21,8032,Google Pay
945855,1699430004,720.29,11365,PayPal
496205,1706496766,104.63,11961,Credit Card
653761,1689017143,382.53,9710,Credit Card
518180,1699609824,34.89,6282,PayPal
735486,1684408350,1234.72,6318,Google Pay
973087,1696628357,1037.97,9138,Debit Card
100210,1700359990,1575.49,10156,PayPal
983842,1679027177,1436.8,9789,Debit Card
122142,1703367611,482.08,13911,Google Pay
173073,1695854847,1543.93,7402,Credit Card
479759,1688384147,1501.42,10740,PayPal
986878,1701898732,1083.46,6736,Credit Card
769059,1677088693,296.53,10080,PayPal
944434,1695280532,923.05,8156,PayPal
814626,1688873788,1035.73,7536,Credit Card
670890,1677045706,1636.91,6794,Credit Card
302640,1676911561,1899.47,12310,Google Pay
916623,1702898338,615.53,5242,Credit Card
387427,1685666886,423.09,11658,Credit Card
311766,1680114968,1242.94,10500,Google Pay
621417,1682932120,877.08,5637,Debit Card
633885,1688973547,669.58,11051,Google Pay
377548,1700331884,259.0,10460,Debit Card
861794,1707790651,558.23,9779,Credit Card
246395,1684491289,1878.42,12332,Google Pay
698957,1694142215,775.19,11605,Google Pay
225503,1688157116,1384.22,13586,Debit Card
120637,1695439342,1679.55,12204,Credit Card
515816,1683897114,1054.05,10304,Google Pay
797974,1706752144,1979.45,7557,Credit Card
680789,1702584768,450.7,11463,Credit Card
608139,1696256498,908.18,11289,Credit Card
484274,1699019356,1231.81,5216,Credit Card
948445,1693393263,393.74,10632,Google Pay
723902,1680927164,980.73,5049,Credit Card
248018,1686242328,1891.59,8469,Google Pay
842580,1687725087,1011.97,8909,Credit Card
950816,1688652313,57.43,11720,PayPal
246482,1700440681,1846.3,9967,Google Pay
891172,1701971237,135.2,13104,Google Pay
769699,1705513851,1604.86,6784,Credit Card
573073,1683694991,31.56,8211,Credit Card
695311,1678133376,1500.96,7344,PayPal
855993,1701892411,314.38,11354,Credit Card
760953,1682966791,281.28,7715,PayPal
586868,1683824999,1209.19,13093,Debit Card
529359,1677893623,832.58,6525,Debit Card
400490,1699866356,472.83,7986,Debit Card
468768,1706709786,331.89,10495,Debit Card
140453,1700374410,844.21,6404,Debit Card
233672,1682277378,121.16,12178,PayPal
584694,1681268824,1029.81,10294,Debit Card
341410,1692439570,1999.93,7473,Credit Card
867082,1689840046,56.02,7208,PayPal
977205,1693154862,174.3,10715,Google Pay
733120,1697817607,462.55,8711,PayPal
219567,1704355074,1204.19,7202,Debit Card
915973,1698679583,649.08,8161,Debit Card
189440,1699397500,42.09,7294,Google Pay
666488,1688177942,1448.06,13713,Debit Card
911522,1691742473,1852.03,5408,Credit Card
880337,1694932448,91.65,11511,Google Pay
267805,1687424118,211.17,11644,Credit Card
996580,1702714519,1428.04,10708,Credit Card
371794,1694208880,1926.17,11540,Credit Card
742338,1706084917,1104.77,10047,PayPal
784089,1679624024,839.58,11777,Debit Card
582632,1701810483,1831.02,11386,Credit Card
292695,1699244929,1299.04,7530,Credit Card
737817,1707159293,473.26,13019,Google Pay
628552,1685183857,831.69,13321,PayPal
293893,1698469421,1234.27,5654,Google Pay
584767,1686703771,854.39,6424,Debit Card
546190,1688838249,858.89,10770,Credit Card
523554,1702942352,77.58,13917,Credit Card
137862,1685257555,1366.61,9287,PayPal
432350,1697263985,199.08,6444,Credit Card
722190,1684463473,1178.79,11584,Credit Card
811975,1695331590,1612.51,9984,Debit Card
691134,1705950758,414.21,9000,Credit Card
474616,1699026645,352.31,8186,PayPal
599546,1684877034,344.72,8205,Credit Card
553169,1690146385,1496.43,5114,Google Pay
455021,1683198225,229.69,7305,PayPal
162770,1703992024,1612.96,8155,PayPal
118035,1678757639,1876.77,6105,Google Pay
653988,1700185143,286.24,8163,Credit Card
105382,1700420517,491.58,12927,Credit Card
959883,1681803705,72.14,8301,PayPal
186980,1678034431,1941.49,13369,Google Pay
389500,1677876152,1333.2,6492,Google Pay
833632,1707858181,809.01,5704,PayPal
946102,1686333812,1716.79,6941,Debit Card
765712,1690980543,1811.77,10349,Credit Card
608130,1693655093,1226.16,11059,PayPal
671800,1685970151,501.15,11595,Google Pay
487100,1679063367,60.16,12124,Google Pay
413099,1683329586,441.12,10231,Credit Card
207075,1695181027,1074.49,10417,Debit Card
834951,1685968123,1027.78,7665,Credit Card
221801,1692571246,214.71,7921,Credit Card
122816,1681251701,1721.87,5874,Credit Card
754130,1695485518,1337.85,7323,Credit Card
159593,1703411880,1113.95,12783,Debit Card
272444,1689838165,139.46,10827,Debit Card
388577,1690458812,550.6,13345,PayPal
633534,1696333997,1856.28,11245,PayPal
137464,1695193823,1026.92,5275,Google Pay
776525,1691925174,881.61,8127,PayPal
107772,1702027540,1004.49,6311,Credit Card
712687,1688246085,1340.61,6558,Credit Card
613652,1683583933,977.17,6603,Credit Card
110500,1676944849,483.27,8186,Google Pay
791493,1688475065,1594.38,9433,Credit Card
962798,1699664163,950.35,13999,PayPal
549258,1694750562,1233.01,13269,Debit Card
154241,1677517213,1695.47,9549,Google Pay
185989,1693267711,1473.54,9740,PayPal
169067,1706602026,1452.26,9375,PayPal
801120,1684427987,931.73,8331,Credit Card
839380,1704076518,1308.3,5731,Google Pay
936675,1682589472,1451.51,7536,Debit Card
955653,1683530615,64.7,13228,PayPal
260705,1698608006,716.73,10711,Credit Card
549195,1706551129,827.04,7696,Debit Card
779709,1697339425,129.26,8040,Credit Card
249680,1685585160,1623.48,8753,Debit Card
386795,1684382814,186.82,12898,PayPal
339521,1689954818,1160.56,6361,Google Pay
558928,1698096165,1973.45,8991,Credit Card
851424,1706545015,434.48,8061,PayPal
847249,1698493875,240.68,9990,Debit Card
800872,1699069527,1068.32,9258,PayPal
551120,1691318064,1577.38,10313,Google Pay
844607,1684108204,884.03,9553,Debit Card
202489,1691012504,670.25,6531,Debit Card
952150,1703427774,956.36,7260,Debit Card
208607,1679745882,1567.96,9541,Google Pay
425934,1699941226,413.26,11439,Google Pay
971382,1684243820,1520.05,8453,Debit Card
685517,1689808845,1193.32,11669,Credit Card
506305,1698090818,1187.57,12165,Credit Card
597661,1699936283,1394.05,10406,Debit Card
665726,1688762567,1960.9,7779,Google Pay
285139,1685724837,939.03,9176,PayPal
516720,1701430010,1748.84,9737,Google Pay
558416,1702629695,136.28,9124,Credit Card
686142,1681820280,977.82,5252,Debit Card
473675,1705516506,1016.05,5600,Credit Card
901409,1679684974,1951.95,12587,PayPal
904313,1689329714,72.86,6037,Debit Card
387612,1695868669,1377.81,8406,Google Pay
377109,1707867655,818.25,6541,PayPal
758641,1683019493,1906.07,11882,Credit Card
379746,1703674061,1580.49,9618,PayPal
800678,1680413963,564.96,9117,Google Pay
183512,1703090773,1526.34,9992,Credit Card
835912,1704586334,1633.39,7473,Debit Card
694222,1691210926,1846.99,5495,PayPal
383629,1697296248,1397.06,6708,Credit Card
183247,1699068234,1182.72,13654,PayPal
551686,1678621397,1318.92,13247,Credit Card
861656,1698982171,610.42,7056,Google Pay
329582,1705405745,438.39,6517,Debit Card
677052,1681254169,1874.94,11100,PayPal
978680,1685991616,770.84,12625,Google Pay
271782,1677990411,1865.85,5000,Credit Card
903796,1691351803,1761.27,11802,Credit Card
206907,1705615603,815.67,13612,Credit Card
154085,1693273581,1202.29,12535,PayPal
557887,1703708789,890.75,9345,Credit Card
619961,1700202636,1121.28,6887,Credit Card
108902,1679626078,1029.36,6398,Debit Card
417672,1692298144,683.95,10761,Google Pay
360597,1696071639,1165.96,10817,Google Pay
305617,1678431393,157.34,7012,PayPal
133664,1682030821,831.97,11927,PayPal
